work_year,employment_type,salary,salary_in_usd,remote_ratio,experience_level_encoded,company_size_encoded,job_title_grouped,employee_residence_grouped,company_location_grouped,salary_currency_grouped
2020,FT,55000,62726,50,4,1,Medium,Medium,Medium,Medium
2022,FT,172200,172200,0,1,2,Very High,Very High,Very High,Very High
2022,FT,135000,135000,0,4,2,High,High,High,High
2022,FT,130000,130000,0,2,2,High,High,High,High
2022,FT,120000,120000,0,1,2,High,High,High,High
2023,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,120000,120000,100,1,2,High,High,High,High
2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
2021,FT,1799997,24342,100,1,3,Low,Low,Low,Low
2022,FT,157000,157000,100,3,2,Very High,Very High,Very High,Very High
2023,FT,219000,219000,50,2,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,60000,73880,100,2,2,Medium,Medium,Medium,Medium
2022,FT,101570,101570,100,1,2,High,High,High,High
2022,FT,150075,150075,100,1,2,Very High,Very High,Very High,Very High
2023,FT,100500,100500,0,1,2,High,High,High,High
2023,FT,120000,120000,0,1,2,High,High,High,High
2023,FT,64500,64500,0,2,2,Medium,Medium,Medium,Medium
2021,FT,120000,89294,50,2,3,Medium,Medium,Medium,Medium
2023,FT,130000,130000,100,2,3,High,High,High,High
2023,FT,140000,140000,0,1,2,High,High,High,High
2021,FT,48000,56738,50,2,1,Low,Low,Low,Low
2022,FT,85000,85000,0,4,2,Medium,Medium,Medium,Medium
2021,PT,120000,19073,50,4,3,Low,Low,Low,Low
2022,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,45000,55410,100,2,2,Low,Low,Low,Low
2022,FT,140000,140000,0,1,2,High,High,High,High
2023,FT,142000,142000,100,1,2,High,High,High,High
2023,FT,81500,81500,0,1,2,Medium,Medium,Medium,Medium
2023,FT,75000,75000,100,1,2,Medium,Medium,Medium,Medium
2023,FT,125600,125600,0,1,2,High,High,High,High
2023,FT,135000,135000,100,1,2,High,High,High,High
2023,FT,165000,165000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,130000,130000,50,4,3,High,High,High,High
2022,FT,198200,198200,100,1,2,Very High,Very High,Very High,Very High
2023,FT,265000,265000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,110000,110000,100,1,2,High,High,High,High
2022,FT,154560,154560,0,1,2,Very High,Very High,Very High,Very High
2022,FT,50000,50000,100,2,2,Low,Low,Low,Low
2022,FT,106800,106800,0,1,2,High,High,High,High
2023,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,180000,180000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,198440,198440,0,1,3,Very High,Very High,Very High,Very High
2021,FT,160000,160000,100,1,1,Very High,Very High,Very High,Very High
2022,FT,175100,175100,100,1,2,Very High,Very High,Very High,Very High
2023,FT,135000,135000,0,4,2,High,High,High,High
2022,FT,129300,129300,0,1,2,High,High,High,High
2020,FT,20000,22809,100,4,2,Low,Low,Low,Low
2023,FT,198200,198200,100,1,2,Very High,Very High,Very High,Very High
2023,FT,75000,75000,100,4,2,Medium,Medium,Medium,Medium
2023,FT,130000,130000,0,2,2,High,High,High,High
2022,FT,203500,203500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,35000,36773,0,1,2,Low,Low,Low,Low
2023,FT,126000,126000,0,1,2,High,High,High,High
2022,FT,129300,129300,0,1,2,High,High,High,High
2023,FT,75000,75000,0,1,2,Medium,Medium,Medium,Medium
2022,FT,110000,110000,0,1,2,High,High,High,High
2023,FT,200000,200000,100,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,100000,75020,100,2,3,Medium,Medium,Medium,Medium
2020,FT,40000,45618,100,1,1,Low,Low,Low,Low
2023,FT,95000,95000,100,1,2,High,High,High,High
2022,FT,75000,92350,100,2,2,High,High,High,High
2022,FT,36000,37824,0,1,2,Low,Low,Low,Low
2022,FT,216200,216200,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,147100,147100,0,1,2,High,High,High,High
2023,FT,125000,125000,100,1,2,High,High,High,High
2022,FT,130000,130000,100,2,2,High,High,High,High
2023,FT,205920,205920,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,247500,247500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,140000,140000,100,2,2,High,High,High,High
2022,FT,164996,164996,0,1,2,Very High,Very High,Very High,Very High
2022,FT,63000,63000,0,1,2,Medium,Medium,Medium,Medium
2023,FT,150000,150000,0,4,2,Very High,Very High,Very High,Very High
2023,FT,204500,204500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,85000,116914,50,2,3,High,High,High,High
2023,FT,175000,175000,0,2,2,Very High,Very High,Very High,Very High
2022,FT,48000,50432,0,1,2,Low,Low,Low,Low
2023,FT,198200,198200,100,1,2,Very High,Very High,Very High,Very High
2020,FT,325000,325000,100,3,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,300000,300000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,45000,48289,0,1,2,Low,Low,Low,Low
2023,FT,210000,210000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,180000,180000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,85000,85000,0,4,2,Medium,Medium,Medium,Medium
2022,FT,155000,155000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,179500,179500,0,1,2,Very High,Very High,Very High,Very High
2021,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,65000,65000,0,4,2,Medium,Medium,Medium,Medium
2023,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,85000,104663,0,2,2,High,High,High,High
2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2023,FT,75000,75000,100,2,2,Medium,Medium,Medium,Medium
2022,FT,99000,99000,0,1,2,High,High,High,High
2023,FT,93919,93919,100,1,2,High,High,High,High
2022,FT,125000,125000,100,1,3,High,High,High,High
2023,FT,139500,139500,0,1,2,High,High,High,High
2022,FT,136000,136000,0,1,2,High,High,High,High
2021,FT,1250000,16904,100,2,1,Low,Low,Low,Low
2022,FT,138750,138750,100,1,2,High,High,High,High
2022,FT,6000,6304,0,4,1,Low,Low,Low,Low
2023,FT,130000,130000,0,2,2,High,High,High,High
2022,FT,187200,187200,100,3,2,Very High,Very High,Very High,Very High
2022,FT,112900,112900,0,1,2,High,High,High,High
2022,FT,140000,140000,100,1,2,High,High,High,High
2022,FT,208775,208775,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,122000,122000,100,1,2,High,High,High,High
2023,FT,250000,250000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,160000,160000,100,2,2,Very High,Very High,Very High,Very High
2022,FT,1800000,22892,50,4,2,Low,Low,Low,Low
2022,FT,145000,145000,0,1,2,High,High,High,High
2022,FT,104000,128058,50,2,3,High,High,High,High
2022,FT,195000,195000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,100000,100000,100,4,2,High,High,High,High
2023,FT,138000,138000,100,1,2,High,High,High,High
2022,FT,140000,140000,100,1,2,High,High,High,High
2022,FT,175100,175100,0,3,2,Very High,Very High,Very High,Very High
2023,FT,160000,160000,0,2,2,Very High,Very High,Very High,Very High
2023,FT,155000,155000,0,3,2,Very High,Very High,Very High,Very High
2023,FT,104000,104000,100,1,2,High,High,High,High
2023,FT,196200,196200,0,3,2,Very High,Very High,Very High,Very High
2023,FT,150000,150000,100,2,2,Very High,Very High,Very High,Very High
2023,FT,90000,90000,0,4,2,High,High,High,High
2022,FT,54000,56536,100,4,1,Low,Low,Low,Low
2023,FT,237000,237000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,144200,144200,100,2,2,High,High,High,High
2020,FT,85000,85000,100,2,3,Medium,Medium,Medium,Medium
2023,FT,185000,185000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2022,FT,99360,99360,100,1,2,High,High,High,High
2022,FT,120000,120000,0,2,2,High,High,High,High
2023,FT,185700,185700,0,2,2,Very High,Very High,Very High,Very High
2022,FT,30000,30000,100,2,3,Low,Low,Low,Low
2023,FT,50000,50000,100,4,2,Low,Low,Low,Low
2023,FT,130000,130000,100,1,2,High,High,High,High
2022,FT,45000,47280,0,1,2,Low,Low,Low,Low
2023,FT,195000,195000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,265000,265000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,60000,72914,0,2,2,Medium,Medium,Medium,Medium
2023,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
2020,CT,100000,100000,100,4,3,High,High,High,High
2021,FT,100000,100000,50,4,1,High,High,High,High
2022,FT,110000,110000,100,1,2,High,High,High,High
2022,FT,140000,140000,100,1,2,High,High,High,High
2023,FT,135000,135000,0,4,2,High,High,High,High
2022,FT,12000,12608,100,1,1,Low,Low,Low,Low
2022,FT,130000,130000,100,1,2,High,High,High,High
2022,FT,60000,63040,100,2,2,Medium,Medium,Medium,Medium
2023,FT,110000,110000,100,1,2,High,High,High,High
2023,FT,60000,64385,50,2,2,Medium,Medium,Medium,Medium
2022,FT,230000,230000,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,75000,75000,100,1,2,Medium,Medium,Medium,Medium
2023,FT,124000,124000,100,2,2,High,High,High,High
2022,FT,196000,196000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,140000,140000,0,1,2,High,High,High,High
2023,FT,71907,71907,100,4,2,Medium,Medium,Medium,Medium
2022,FT,60000,60000,100,2,2,Medium,Medium,Medium,Medium
2022,FT,100000,100000,0,1,3,High,High,High,High
2023,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
2023,FT,85000,85000,0,2,2,Medium,Medium,Medium,Medium
2023,FT,168400,168400,0,1,2,Very High,Very High,Very High,Very High
2022,FT,180000,180000,100,1,3,Very High,Very High,Very High,Very High
2021,FT,110000,130026,50,3,2,High,High,High,High
2021,FT,170000,170000,100,2,3,Very High,Very High,Very High,Very High
2022,FT,105000,105000,100,1,2,High,High,High,High
2022,FT,40000,42026,100,2,2,Low,Low,Low,Low
2023,FT,142000,142000,100,1,2,High,High,High,High
2022,FT,80000,80000,100,4,3,Medium,Medium,Medium,Medium
2023,FT,113000,113000,0,1,2,High,High,High,High
2022,FT,90000,90000,0,2,2,High,High,High,High
2023,FT,238000,238000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,235000,187442,100,2,3,Very High,Very High,Very High,Very High
2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,183500,183500,100,1,2,Very High,Very High,Very High,Very High
2022,FT,130000,130000,0,1,2,High,High,High,High
2022,FT,159699,159699,0,1,2,Very High,Very High,Very High,Very High
2022,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
2022,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,141300,141300,0,2,2,High,High,High,High
2022,FT,150000,150000,100,4,3,Very High,Very High,Very High,Very High
2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,64000,64000,100,1,2,Medium,Medium,Medium,Medium
2022,FT,213000,213000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,239000,239000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,86000,86000,100,4,3,Medium,Medium,Medium,Medium
2023,FT,100000,100000,100,2,2,High,High,High,High
2022,FT,90320,90320,100,1,2,High,High,High,High
2022,FT,145300,145300,0,1,2,High,High,High,High
2021,FT,235000,235000,100,3,3,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,142200,142200,0,1,2,High,High,High,High
2023,FT,202000,202000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,100000,100000,100,2,2,High,High,High,High
2022,FT,148800,148800,0,1,2,High,High,High,High
2022,PT,100000,100000,50,4,2,High,High,High,High
2022,FT,115000,115000,0,1,3,High,High,High,High
2022,FT,73000,73000,0,4,2,Medium,Medium,Medium,Medium
2023,FT,42000,51039,0,2,2,Low,Low,Low,Low
2023,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,100000,100000,0,2,2,High,High,High,High
2023,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,116990,116990,100,2,2,High,High,High,High
2023,FT,170000,170000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,90000,96578,0,2,2,High,High,High,High
2023,FT,126500,126500,0,1,2,High,High,High,High
2023,FT,186000,186000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,55000,57786,50,1,3,Low,Low,Low,Low
2023,FT,115000,115000,0,1,2,High,High,High,High
2023,FT,239748,239748,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,60000,73880,100,2,2,Medium,Medium,Medium,Medium
2023,FT,115000,115000,100,1,2,High,High,High,High
2023,FT,129300,129300,0,1,2,High,High,High,High
2022,FT,164000,164000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,146000,146000,100,1,2,High,High,High,High
2022,FT,100000,100000,100,2,2,High,High,High,High
2021,FT,55000,55000,50,4,1,Low,Low,Low,Low
2023,FT,120000,120000,0,1,2,High,High,High,High
2023,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
2022,FT,150000,33609,100,2,3,Low,Low,Low,Low
2022,FT,104000,104000,100,1,2,High,High,High,High
2023,FT,163800,163800,0,1,2,Very High,Very High,Very High,Very High
2022,FT,1125000,14307,100,2,3,Low,Low,Low,Low
2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,179820,179820,0,1,2,Very High,Very High,Very High,Very High
2023,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
2020,FT,87000,87000,100,2,3,Medium,Medium,Medium,Medium
2023,FT,186300,186300,100,1,2,Very High,Very High,Very High,Very High
2023,FT,240000,240000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,152900,152900,100,1,2,Very High,Very High,Very High,Very High
2022,FT,20000,20000,50,4,2,Low,Low,Low,Low
2022,FT,144100,144100,0,1,2,High,High,High,High
2022,FT,70000,73546,50,2,3,Medium,Medium,Medium,Medium
2022,FT,200000,200000,100,3,1,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,212750,212750,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,48000,48000,100,2,1,Low,Low,Low,Low
2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2023,FT,80000,97218,0,2,2,High,High,High,High
2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,183310,183310,0,2,2,Very High,Very High,Very High,Very High
2023,FT,120000,120000,100,1,2,High,High,High,High
2022,FT,193900,193900,0,2,2,Very High,Very High,Very High,Very High
2023,FT,840000,24740,50,2,3,Low,Low,Low,Low
2022,FT,25000,25000,50,2,2,Low,Low,Low,Low
2022,FT,100000,100000,0,1,2,High,High,High,High
2022,FT,177600,177600,100,1,3,Very High,Very High,Very High,Very High
2020,FT,450000,6072,0,4,1,Low,Low,Low,Low
2022,FT,182000,182000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,115000,115000,50,4,3,High,High,High,High
2023,FT,202000,202000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,72000,72000,100,2,2,Medium,Medium,Medium,Medium
2023,FT,130000,130000,0,1,2,High,High,High,High
2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,110000,110000,0,1,2,High,High,High,High
2022,FT,110600,110600,0,1,2,High,High,High,High
2022,FT,130000,130000,0,1,2,High,High,High,High
2022,FT,120000,120000,0,2,2,High,High,High,High
2023,FT,60000,60000,0,2,2,Medium,Medium,Medium,Medium
2022,FT,90000,90000,0,2,2,High,High,High,High
2023,FT,40000,42923,50,4,2,Low,Low,Low,Low
2023,FT,275300,275300,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,121700,121700,0,1,2,High,High,High,High
2022,FT,161500,161500,100,1,2,Very High,Very High,Very High,Very High
2022,FT,130000,130000,100,1,2,High,High,High,High
2022,FT,155000,155000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,85000,85000,0,1,2,Medium,Medium,Medium,Medium
2023,FT,81500,81500,100,1,2,Medium,Medium,Medium,Medium
2023,FT,101400,19522,100,4,3,Low,Low,Low,Low
2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,75000,75000,0,1,2,Medium,Medium,Medium,Medium
2022,PT,34320,34320,100,4,1,Low,Low,Low,Low
2022,FT,178800,178800,100,1,3,Very High,Very High,Very High,Very High
2023,FT,105000,105000,100,1,2,High,High,High,High
2022,FT,78000,78000,100,2,2,Medium,Medium,Medium,Medium
2022,FT,85000,104663,0,2,2,High,High,High,High
2023,FT,150000,150000,100,2,2,Very High,Very High,Very High,Very High
2023,FT,112000,112000,0,2,2,High,High,High,High
2023,FT,162500,162500,0,2,2,Very High,Very High,Very High,Very High
2022,FT,90000,90000,0,1,2,High,High,High,High
2021,FT,110000,28476,100,2,3,Low,Low,Low,Low
2022,FT,165000,165000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,106500,106500,0,2,2,High,High,High,High
2022,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,275300,275300,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
2022,FT,190000,190000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,143865,143865,0,2,2,High,High,High,High
2022,FT,60000,63040,50,1,1,Medium,Medium,Medium,Medium
2022,PT,24000,25216,100,4,3,Low,Low,Low,Low
2020,FT,35000,39916,0,4,2,Low,Low,Low,Low
2022,FT,92000,92000,100,1,3,High,High,High,High
2022,FT,90320,90320,100,1,2,High,High,High,High
2023,FT,191765,191765,0,1,2,Very High,Very High,Very High,Very High
2022,FT,164000,164000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,172200,172200,0,1,2,Very High,Very High,Very High,Very High
2023,FT,112000,112000,0,1,2,High,High,High,High
2022,FT,104300,104300,0,1,3,High,High,High,High
2023,FT,70000,70000,100,2,2,Medium,Medium,Medium,Medium
2022,FT,99450,99450,100,1,2,High,High,High,High
2023,FT,140000,140000,100,1,2,High,High,High,High
2022,FT,141525,141525,100,1,2,High,High,High,High
2023,FT,258000,258000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,148000,148000,100,1,2,High,High,High,High
2021,FT,108000,12103,0,2,2,Low,Low,Low,Low
2023,FT,25000,26827,100,4,3,Low,Low,Low,Low
2023,FT,135000,135000,0,1,2,High,High,High,High
2021,FT,22000,26005,0,2,3,Low,Low,Low,Low
2023,FT,272550,272550,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,1100000,13989,100,2,3,Low,Low,Low,Low
2022,FT,165000,165000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,50000,59102,100,4,3,Low,Low,Low,Low
2022,FT,201000,201000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,32400,6270,100,4,3,Low,Low,Low,Low
2023,FT,90000,90000,100,1,2,High,High,High,High
2021,FT,18000,18000,0,2,1,Low,Low,Low,Low
2023,FT,300000,300000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,129300,129300,0,1,2,High,High,High,High
2023,FT,145000,145000,0,2,2,High,High,High,High
2022,FT,100000,100000,100,1,2,High,High,High,High
2023,FT,52500,52500,100,2,2,Low,Low,Low,Low
2023,FT,190000,190000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,136000,136000,0,1,2,High,High,High,High
2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2022,FT,20000,20000,0,4,2,Low,Low,Low,Low
2023,FT,140000,140000,0,1,2,High,High,High,High
2021,FT,150000,150000,100,2,2,Very High,Very High,Very High,Very High
2021,FT,52500,72212,50,2,3,Medium,Medium,Medium,Medium
2022,FT,236600,236600,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,168000,168000,100,4,2,Very High,Very High,Very High,Very High
2022,FT,180000,180000,100,4,2,Very High,Very High,Very High,Very High
2022,FT,63000,66192,50,4,3,Medium,Medium,Medium,Medium
2023,FT,167580,167580,0,1,2,Very High,Very High,Very High,Very High
2022,FT,40000,49253,0,2,2,Low,Low,Low,Low
2023,FT,90700,90700,0,1,2,High,High,High,High
2020,FT,1000000,13493,100,4,3,Low,Low,Low,Low
2020,FT,34000,38776,100,2,2,Low,Low,Low,Low
2023,FT,143860,143860,0,1,2,High,High,High,High
2023,FT,115500,115500,0,3,2,High,High,High,High
2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,260500,260500,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,40000,47282,100,2,1,Low,Low,Low,Low
2023,FT,205600,205600,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,186000,186000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2022,FT,300000,300000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,167500,167500,0,3,2,Very High,Very High,Very High,Very High
2022,FT,115934,115934,100,1,2,High,High,High,High
2023,FT,115000,115000,0,1,2,High,High,High,High
2022,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
2022,FT,50000,61566,0,2,2,Medium,Medium,Medium,Medium
2023,FT,141600,141600,0,1,2,High,High,High,High
2022,FT,100000,100000,0,1,2,High,High,High,High
2021,FT,165000,165000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,60000,63040,0,1,2,Medium,Medium,Medium,Medium
2022,FT,192500,192500,100,1,2,Very High,Very High,Very High,Very High
2023,FT,129300,129300,0,1,2,High,High,High,High
2022,FT,135000,135000,100,1,2,High,High,High,High
2023,FT,86466,86466,100,1,2,Medium,Medium,Medium,Medium
2023,FT,146000,146000,0,2,2,High,High,High,High
2023,FT,155000,155000,0,2,2,Very High,Very High,Very High,Very High
2021,FT,102000,18907,0,1,2,Low,Low,Low,Low
2022,FT,190000,190000,100,1,2,Very High,Very High,Very High,Very High
2021,FT,1600000,21637,50,4,2,Low,Low,Low,Low
2023,FT,190000,190000,0,1,2,Very High,Very High,Very High,Very High
2021,FT,7000000,63711,50,2,1,Medium,Medium,Medium,Medium
2023,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,139500,139500,0,1,2,High,High,High,High
2023,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
2022,FT,126500,126500,100,1,2,High,High,High,High
2022,FT,48000,48000,50,4,3,Low,Low,Low,Low
2021,FT,147000,147000,50,2,3,High,High,High,High
2023,FT,170000,170000,100,1,2,Very High,Very High,Very High,Very High
2021,FT,200000,200000,100,2,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,141525,141525,100,1,2,High,High,High,High
2023,FT,72000,77262,0,1,2,Medium,Medium,Medium,Medium
2023,FT,115000,115000,0,1,2,High,High,High,High
2023,FT,60000,72914,0,2,3,Medium,Medium,Medium,Medium
2023,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,58000,58000,0,2,1,Low,Low,Low,Low
2022,FT,142800,142800,100,1,2,High,High,High,High
2021,FT,1200000,16228,100,4,3,Low,Low,Low,Low
2023,FT,40000,48609,0,2,2,Low,Low,Low,Low
2022,FT,198000,44365,100,2,1,Low,Low,Low,Low
2022,FT,152000,152000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,246000,246000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,40000,42026,0,1,2,Low,Low,Low,Low
2023,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
2021,FT,68000,54238,50,2,3,Low,Low,Low,Low
2022,FT,145000,145000,0,1,2,High,High,High,High
2022,FT,150000,115222,100,3,1,High,High,High,High
2022,FT,112900,112900,100,1,2,High,High,High,High
2023,FT,105500,105500,0,1,2,High,High,High,High
2023,FT,165000,165000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,59000,63312,50,1,3,Medium,Medium,Medium,Medium
2022,FT,155000,155000,100,2,3,Very High,Very High,Very High,Very High
2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,60000,72914,0,2,2,Medium,Medium,Medium,Medium
2023,FT,145000,145000,0,2,2,High,High,High,High
2023,FT,170000,170000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,93700,93700,100,1,2,High,High,High,High
2022,FT,130000,130000,0,1,2,High,High,High,High
2022,FT,65000,68293,0,1,2,Medium,Medium,Medium,Medium
2023,FT,135000,135000,0,1,2,High,High,High,High
2023,FT,239000,239000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,130000,130000,0,1,2,High,High,High,High
2022,FT,250000,250000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,84000,84000,100,1,2,Medium,Medium,Medium,Medium
2022,FT,115934,115934,0,1,2,High,High,High,High
2021,FT,80000,80000,100,4,3,Medium,Medium,Medium,Medium
2022,FT,115934,115934,100,1,2,High,High,High,High
2022,FT,50000,50000,50,4,2,Low,Low,Low,Low
2021,FT,225000,225000,100,4,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,109280,109280,100,1,2,High,High,High,High
2023,FT,114500,114500,0,1,2,High,High,High,High
2022,FT,102000,102000,0,1,2,High,High,High,High
2023,FT,50000,60761,0,2,2,Medium,Medium,Medium,Medium
2022,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,135000,135000,100,1,2,High,High,High,High
2023,FT,95000,95000,0,1,2,High,High,High,High
2021,FT,135000,135000,0,1,3,High,High,High,High
2023,FT,139500,139500,0,1,2,High,High,High,High
2022,FT,100000,100000,100,1,2,High,High,High,High
2021,FT,80000,80000,100,4,2,Medium,Medium,Medium,Medium
2023,FT,115440,115440,0,1,2,High,High,High,High
2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,172100,172100,0,1,2,Very High,Very High,Very High,Very High
2022,FT,52000,52000,0,4,2,Low,Low,Low,Low
2023,FT,145000,145000,0,1,2,High,High,High,High
2022,FT,95000,95000,0,2,2,High,High,High,High
2022,FT,149850,149850,0,1,2,High,High,High,High
