,work_year,employment_type,salary,salary_in_usd,remote_ratio,experience_level_encoded,company_size_encoded,job_title_grouped,employee_residence_grouped,company_location_grouped,salary_currency_grouped
2217,2022,FT,129300,129300,0,1,2,High,High,High,High
3138,2020,FT,20000,22809,100,4,2,Low,Low,Low,Low
1676,2023,FT,198200,198200,100,1,2,Very High,Very High,Very High,Very High
1197,2023,FT,75000,75000,100,4,2,Medium,Medium,Medium,Medium
1542,2023,FT,130000,130000,0,2,2,High,High,High,High
2960,2022,FT,203500,203500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2539,2022,FT,35000,36773,0,1,2,Low,Low,Low,Low
953,2023,FT,126000,126000,0,1,2,High,High,High,High
2635,2022,FT,129300,129300,0,1,2,High,High,High,High
750,2023,FT,75000,75000,0,1,2,Medium,Medium,Medium,Medium
2705,2022,FT,110000,110000,0,1,2,High,High,High,High
234,2023,FT,200000,200000,100,2,2,Extremely High,Extremely High,Extremely High,Extremely High
732,2023,FT,100000,75020,100,2,3,Medium,Medium,Medium,Medium
3744,2020,FT,40000,45618,100,1,1,Low,Low,Low,Low
1156,2023,FT,95000,95000,100,1,2,High,High,High,High
3210,2022,FT,75000,92350,100,2,2,High,High,High,High
2445,2022,FT,36000,37824,0,1,2,Low,Low,Low,Low
2982,2022,FT,216200,216200,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1209,2023,FT,147100,147100,0,1,2,High,High,High,High
1065,2023,FT,125000,125000,100,1,2,High,High,High,High
2156,2022,FT,130000,130000,100,2,2,High,High,High,High
1062,2023,FT,205920,205920,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2616,2022,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
1167,2023,FT,247500,247500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1492,2023,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
2938,2022,FT,140000,140000,100,2,2,High,High,High,High
2995,2022,FT,164996,164996,0,1,2,Very High,Very High,Very High,Very High
3081,2022,FT,63000,63000,0,1,2,Medium,Medium,Medium,Medium
884,2023,FT,150000,150000,0,4,2,Very High,Very High,Very High,Very High
143,2023,FT,204500,204500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3679,2021,FT,85000,116914,50,2,3,High,High,High,High
850,2023,FT,175000,175000,0,2,2,Very High,Very High,Very High,Very High
2782,2022,FT,48000,50432,0,1,2,Low,Low,Low,Low
717,2023,FT,198200,198200,100,1,2,Very High,Very High,Very High,Very High
3697,2020,FT,325000,325000,100,3,3,Extremely High,Extremely High,Extremely High,Extremely High
2502,2022,FT,300000,300000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
264,2023,FT,45000,48289,0,1,2,Low,Low,Low,Low
75,2023,FT,210000,210000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2492,2022,FT,180000,180000,100,1,2,Very High,Very High,Very High,Very High
395,2023,FT,85000,85000,0,4,2,Medium,Medium,Medium,Medium
3173,2022,FT,155000,155000,100,1,2,Very High,Very High,Very High,Very High
2224,2022,FT,179500,179500,0,1,2,Very High,Very High,Very High,Very High
3500,2021,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
396,2023,FT,65000,65000,0,4,2,Medium,Medium,Medium,Medium
1365,2023,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
3114,2022,FT,85000,104663,0,2,2,High,High,High,High
1903,2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
595,2023,FT,75000,75000,100,2,2,Medium,Medium,Medium,Medium
2109,2022,FT,99000,99000,0,1,2,High,High,High,High
1296,2023,FT,93919,93919,100,1,2,High,High,High,High
1821,2022,FT,125000,125000,100,1,3,High,High,High,High
872,2023,FT,139500,139500,0,1,2,High,High,High,High
3236,2022,FT,136000,136000,0,1,2,High,High,High,High
3640,2021,FT,1250000,16904,100,2,1,Low,Low,Low,Low
2326,2022,FT,138750,138750,100,1,2,High,High,High,High
1548,2022,FT,6000,6304,0,4,1,Low,Low,Low,Low
36,2023,FT,130000,130000,0,2,2,High,High,High,High
2710,2022,FT,187200,187200,100,3,2,Very High,Very High,Very High,Very High
3148,2022,FT,112900,112900,0,1,2,High,High,High,High
2143,2022,FT,140000,140000,100,1,2,High,High,High,High
3186,2022,FT,208775,208775,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
977,2023,FT,122000,122000,100,1,2,High,High,High,High
1571,2023,FT,250000,250000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1122,2023,FT,160000,160000,100,2,2,Very High,Very High,Very High,Very High
2786,2022,FT,1800000,22892,50,4,2,Low,Low,Low,Low
2239,2022,FT,145000,145000,0,1,2,High,High,High,High
2967,2022,FT,104000,128058,50,2,3,High,High,High,High
2504,2022,FT,195000,195000,100,1,2,Very High,Very High,Very High,Very High
1892,2022,FT,100000,100000,100,4,2,High,High,High,High
675,2023,FT,138000,138000,100,1,2,High,High,High,High
2808,2022,FT,140000,140000,100,1,2,High,High,High,High
3068,2022,FT,175100,175100,0,3,2,Very High,Very High,Very High,Very High
728,2023,FT,160000,160000,0,2,2,Very High,Very High,Very High,Very High
412,2023,FT,155000,155000,0,3,2,Very High,Very High,Very High,Very High
1516,2023,FT,104000,104000,100,1,2,High,High,High,High
1649,2023,FT,196200,196200,0,3,2,Very High,Very High,Very High,Very High
825,2023,FT,150000,150000,100,2,2,Very High,Very High,Very High,Very High
616,2023,FT,90000,90000,0,4,2,High,High,High,High
114,2022,FT,54000,56536,100,4,1,Low,Low,Low,Low
417,2023,FT,237000,237000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3069,2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1625,2023,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
3017,2022,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
2652,2022,FT,144200,144200,100,2,2,High,High,High,High
3674,2020,FT,85000,85000,100,2,3,Medium,Medium,Medium,Medium
89,2023,FT,185000,185000,0,1,2,Very High,Very High,Very High,Very High
2896,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
3267,2022,FT,99360,99360,100,1,2,High,High,High,High
2082,2022,FT,120000,120000,0,2,2,High,High,High,High
753,2023,FT,185700,185700,0,2,2,Very High,Very High,Very High,Very High
2546,2022,FT,30000,30000,100,2,3,Low,Low,Low,Low
1630,2023,FT,50000,50000,100,4,2,Low,Low,Low,Low
11,2023,FT,130000,130000,100,1,2,High,High,High,High
2444,2022,FT,45000,47280,0,1,2,Low,Low,Low,Low
284,2023,FT,195000,195000,0,1,2,Very High,Very High,Very High,Very High
1066,2023,FT,265000,265000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1191,2023,FT,60000,72914,0,2,2,Medium,Medium,Medium,Medium
1440,2023,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
3753,2020,CT,100000,100000,100,4,3,High,High,High,High
3503,2021,FT,100000,100000,50,4,1,High,High,High,High
2738,2022,FT,110000,110000,100,1,2,High,High,High,High
3383,2022,FT,140000,140000,100,1,2,High,High,High,High
1568,2023,FT,135000,135000,0,4,2,High,High,High,High
2427,2022,FT,12000,12608,100,1,1,Low,Low,Low,Low
2737,2022,FT,130000,130000,100,1,2,High,High,High,High
3214,2022,FT,60000,63040,100,2,2,Medium,Medium,Medium,Medium
1687,2023,FT,110000,110000,100,1,2,High,High,High,High
851,2023,FT,60000,64385,50,2,2,Medium,Medium,Medium,Medium
2207,2022,FT,230000,230000,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
895,2023,FT,75000,75000,100,1,2,Medium,Medium,Medium,Medium
496,2023,FT,124000,124000,100,2,2,High,High,High,High
2305,2022,FT,196000,196000,100,1,2,Very High,Very High,Very High,Very High
1782,2023,FT,140000,140000,0,1,2,High,High,High,High
335,2023,FT,71907,71907,100,4,2,Medium,Medium,Medium,Medium
2839,2022,FT,60000,60000,100,2,2,Medium,Medium,Medium,Medium
3087,2022,FT,100000,100000,0,1,3,High,High,High,High
515,2023,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
1348,2023,FT,85000,85000,0,2,2,Medium,Medium,Medium,Medium
1015,2023,FT,168400,168400,0,1,2,Very High,Very High,Very High,Very High
2816,2022,FT,180000,180000,100,1,3,Very High,Very High,Very High,Very High
3515,2021,FT,110000,130026,50,3,2,High,High,High,High
3509,2021,FT,170000,170000,100,2,3,Very High,Very High,Very High,Very High
2809,2022,FT,105000,105000,100,1,2,High,High,High,High
3208,2022,FT,40000,42026,100,2,2,Low,Low,Low,Low
1781,2023,FT,142000,142000,100,1,2,High,High,High,High
2569,2022,FT,80000,80000,100,4,3,Medium,Medium,Medium,Medium
1785,2023,FT,113000,113000,0,1,2,High,High,High,High
2070,2022,FT,90000,90000,0,2,2,High,High,High,High
356,2023,FT,238000,238000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3570,2021,FT,235000,187442,100,2,3,Very High,Very High,Very High,Very High
1312,2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1635,2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
550,2023,FT,183500,183500,100,1,2,Very High,Very High,Very High,Very High
2388,2022,FT,130000,130000,0,1,2,High,High,High,High
2479,2022,FT,159699,159699,0,1,2,Very High,Very High,Very High,Very High
2521,2022,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
2265,2022,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
2959,2022,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
1227,2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3346,2022,FT,141300,141300,0,2,2,High,High,High,High
3059,2022,FT,150000,150000,100,4,3,Very High,Very High,Very High,Very High
957,2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1773,2023,FT,64000,64000,100,1,2,Medium,Medium,Medium,Medium
2141,2022,FT,213000,213000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1008,2023,FT,239000,239000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
3118,2022,FT,86000,86000,100,4,3,Medium,Medium,Medium,Medium
1092,2023,FT,100000,100000,100,2,2,High,High,High,High
3337,2022,FT,90320,90320,100,1,2,High,High,High,High
2744,2022,FT,145300,145300,0,1,2,High,High,High,High
3557,2021,FT,235000,235000,100,3,3,Extremely High,Extremely High,Extremely High,Extremely High
996,2023,FT,142200,142200,0,1,2,High,High,High,High
1679,2023,FT,202000,202000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
153,2023,FT,100000,100000,100,2,2,High,High,High,High
3147,2022,FT,148800,148800,0,1,2,High,High,High,High
3481,2022,PT,100000,100000,50,4,2,High,High,High,High
2908,2022,FT,115000,115000,0,1,3,High,High,High,High
2837,2022,FT,73000,73000,0,4,2,Medium,Medium,Medium,Medium
580,2023,FT,42000,51039,0,2,2,Low,Low,Low,Low
1470,2023,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
703,2023,FT,100000,100000,0,2,2,High,High,High,High
1212,2023,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
896,2023,FT,116990,116990,100,2,2,High,High,High,High
487,2023,FT,170000,170000,100,1,2,Very High,Very High,Very High,Very High
559,2023,FT,90000,96578,0,2,2,High,High,High,High
1141,2023,FT,126500,126500,0,1,2,High,High,High,High
1119,2023,FT,186000,186000,100,1,2,Very High,Very High,Very High,Very High
2849,2022,FT,55000,57786,50,1,3,Low,Low,Low,Low
512,2023,FT,115000,115000,0,1,2,High,High,High,High
633,2023,FT,239748,239748,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3222,2022,FT,60000,73880,100,2,2,Medium,Medium,Medium,Medium
1664,2023,FT,115000,115000,100,1,2,High,High,High,High
1012,2023,FT,129300,129300,0,1,2,High,High,High,High
1931,2022,FT,164000,164000,100,1,2,Very High,Very High,Very High,Very High
1150,2023,FT,146000,146000,100,1,2,High,High,High,High
2838,2022,FT,100000,100000,100,2,2,High,High,High,High
3511,2021,FT,55000,55000,50,4,1,Low,Low,Low,Low
116,2023,FT,120000,120000,0,1,2,High,High,High,High
740,2023,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
3453,2022,FT,150000,33609,100,2,3,Low,Low,Low,Low
1974,2022,FT,104000,104000,100,1,2,High,High,High,High
1081,2023,FT,163800,163800,0,1,2,Very High,Very High,Very High,Very High
1810,2022,FT,1125000,14307,100,2,3,Low,Low,Low,Low
830,2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
119,2023,FT,179820,179820,0,1,2,Very High,Very High,Very High,Very High
656,2023,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3412,2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3361,2022,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
3663,2020,FT,87000,87000,100,2,3,Medium,Medium,Medium,Medium
635,2023,FT,186300,186300,100,1,2,Very High,Very High,Very High,Very High
369,2023,FT,240000,240000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
268,2023,FT,152900,152900,100,1,2,Very High,Very High,Very High,Very High
2703,2022,FT,20000,20000,50,4,2,Low,Low,Low,Low
2983,2022,FT,144100,144100,0,1,2,High,High,High,High
2870,2022,FT,70000,73546,50,2,3,Medium,Medium,Medium,Medium
2914,2022,FT,200000,200000,100,3,1,Extremely High,Extremely High,Extremely High,Extremely High
46,2023,FT,212750,212750,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3472,2022,FT,48000,48000,100,2,1,Low,Low,Low,Low
991,2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
876,2023,FT,80000,97218,0,2,2,High,High,High,High
773,2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1219,2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
1126,2023,FT,183310,183310,0,2,2,Very High,Very High,Very High,Very High
4,2023,FT,120000,120000,100,1,2,High,High,High,High
3051,2022,FT,193900,193900,0,2,2,Very High,Very High,Very High,Very High
1595,2023,FT,840000,24740,50,2,3,Low,Low,Low,Low
3124,2022,FT,25000,25000,50,2,2,Low,Low,Low,Low
2311,2022,FT,100000,100000,0,1,2,High,High,High,High
3040,2022,FT,177600,177600,100,1,3,Very High,Very High,Very High,Very High
3593,2020,FT,450000,6072,0,4,1,Low,Low,Low,Low
2491,2022,FT,182000,182000,100,1,2,Very High,Very High,Very High,Very High
3050,2022,FT,115000,115000,50,4,3,High,High,High,High
1077,2023,FT,202000,202000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
837,2023,FT,72000,72000,100,2,2,Medium,Medium,Medium,Medium
681,2023,FT,130000,130000,0,1,2,High,High,High,High
1715,2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
2352,2022,FT,110000,110000,0,1,2,High,High,High,High
2617,2022,FT,110600,110600,0,1,2,High,High,High,High
2361,2022,FT,130000,130000,0,1,2,High,High,High,High
2197,2022,FT,120000,120000,0,2,2,High,High,High,High
1148,2023,FT,60000,60000,0,2,2,Medium,Medium,Medium,Medium
3261,2022,FT,90000,90000,0,2,2,High,High,High,High
574,2023,FT,40000,42923,50,4,2,Low,Low,Low,Low
50,2023,FT,275300,275300,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
853,2023,FT,121700,121700,0,1,2,High,High,High,High
1982,2022,FT,161500,161500,100,1,2,Very High,Very High,Very High,Very High
2774,2022,FT,130000,130000,100,1,2,High,High,High,High
1823,2022,FT,155000,155000,0,1,2,Very High,Very High,Very High,Very High
833,2023,FT,85000,85000,0,1,2,Medium,Medium,Medium,Medium
1115,2023,FT,81500,81500,100,1,2,Medium,Medium,Medium,Medium
1166,2023,FT,101400,19522,100,4,3,Low,Low,Low,Low
2518,2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1906,2022,FT,75000,75000,0,1,2,Medium,Medium,Medium,Medium
971,2022,PT,34320,34320,100,4,1,Low,Low,Low,Low
2701,2022,FT,178800,178800,100,1,3,Very High,Very High,Very High,Very High
399,2023,FT,105000,105000,100,1,2,High,High,High,High
2559,2022,FT,78000,78000,100,2,2,Medium,Medium,Medium,Medium
2368,2022,FT,85000,104663,0,2,2,High,High,High,High
19,2023,FT,150000,150000,100,2,2,Very High,Very High,Very High,Very High
684,2023,FT,112000,112000,0,2,2,High,High,High,High
35,2023,FT,162500,162500,0,2,2,Very High,Very High,Very High,Very High
2950,2022,FT,90000,90000,0,1,2,High,High,High,High
3542,2021,FT,110000,28476,100,2,3,Low,Low,Low,Low
2875,2022,FT,165000,165000,100,1,2,Very High,Very High,Very High,Very High
524,2023,FT,106500,106500,0,2,2,High,High,High,High
2455,2022,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
920,2023,FT,275300,275300,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1841,2022,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
1890,2022,FT,190000,190000,100,1,2,Very High,Very High,Very High,Very High
537,2023,FT,143865,143865,0,2,2,High,High,High,High
2806,2022,FT,60000,63040,50,1,1,Medium,Medium,Medium,Medium
1705,2022,PT,24000,25216,100,4,3,Low,Low,Low,Low
3662,2020,FT,35000,39916,0,4,2,Low,Low,Low,Low
3110,2022,FT,92000,92000,100,1,3,High,High,High,High
3247,2022,FT,90320,90320,100,1,2,High,High,High,High
245,2023,FT,191765,191765,0,1,2,Very High,Very High,Very High,Very High
3175,2022,FT,164000,164000,0,1,2,Very High,Very High,Very High,Very High
784,2023,FT,172200,172200,0,1,2,Very High,Very High,Very High,Very High
1409,2023,FT,112000,112000,0,1,2,High,High,High,High
2537,2022,FT,104300,104300,0,1,3,High,High,High,High
154,2023,FT,70000,70000,100,2,2,Medium,Medium,Medium,Medium
3009,2022,FT,99450,99450,100,1,2,High,High,High,High
1686,2023,FT,140000,140000,100,1,2,High,High,High,High
2901,2022,FT,141525,141525,100,1,2,High,High,High,High
625,2023,FT,258000,258000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2733,2022,FT,148000,148000,100,1,2,High,High,High,High
3597,2021,FT,108000,12103,0,2,2,Low,Low,Low,Low
1346,2023,FT,25000,26827,100,4,3,Low,Low,Low,Low
569,2023,FT,135000,135000,0,1,2,High,High,High,High
3664,2021,FT,22000,26005,0,2,3,Low,Low,Low,Low
1758,2023,FT,272550,272550,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1816,2022,FT,1100000,13989,100,2,3,Low,Low,Low,Low
2065,2022,FT,165000,165000,0,1,2,Very High,Very High,Very High,Very High
127,2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3724,2021,FT,50000,59102,100,4,3,Low,Low,Low,Low
2006,2022,FT,201000,201000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2975,2022,FT,32400,6270,100,4,3,Low,Low,Low,Low
980,2023,FT,90000,90000,100,1,2,High,High,High,High
3720,2021,FT,18000,18000,0,2,1,Low,Low,Low,Low
190,2023,FT,300000,300000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
1139,2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
992,2023,FT,129300,129300,0,1,2,High,High,High,High
699,2023,FT,145000,145000,0,2,2,High,High,High,High
3413,2022,FT,100000,100000,100,1,2,High,High,High,High
606,2023,FT,52500,52500,100,2,2,Low,Low,Low,Low
180,2023,FT,190000,190000,100,1,2,Very High,Very High,Very High,Very High
301,2023,FT,136000,136000,0,1,2,High,High,High,High
2544,2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
3473,2022,FT,20000,20000,0,4,2,Low,Low,Low,Low
1060,2023,FT,140000,140000,0,1,2,High,High,High,High
3529,2021,FT,150000,150000,100,2,2,Very High,Very High,Very High,Very High
3599,2021,FT,52500,72212,50,2,3,Medium,Medium,Medium,Medium
2565,2022,FT,236600,236600,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1069,2022,FT,168000,168000,100,4,2,Very High,Very High,Very High,Very High
2524,2022,FT,180000,180000,100,4,2,Very High,Very High,Very High,Very High
2205,2022,FT,63000,66192,50,4,3,Medium,Medium,Medium,Medium
1243,2023,FT,167580,167580,0,1,2,Very High,Very High,Very High,Very High
3243,2022,FT,40000,49253,0,2,2,Low,Low,Low,Low
16,2023,FT,90700,90700,0,1,2,High,High,High,High
3120,2020,FT,1000000,13493,100,4,3,Low,Low,Low,Low
3727,2020,FT,34000,38776,100,2,2,Low,Low,Low,Low
546,2023,FT,143860,143860,0,1,2,High,High,High,High
658,2023,FT,115500,115500,0,3,2,High,High,High,High
3376,2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3067,2022,FT,260500,260500,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
3540,2021,FT,40000,47282,100,2,1,Low,Low,Low,Low
1504,2023,FT,205600,205600,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
959,2023,FT,186000,186000,0,1,2,Very High,Very High,Very High,Very High
2926,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2331,2022,FT,300000,300000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
797,2023,FT,167500,167500,0,3,2,Very High,Very High,Very High,Very High
3348,2022,FT,115934,115934,100,1,2,High,High,High,High
225,2023,FT,115000,115000,0,1,2,High,High,High,High
2074,2022,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
3354,2022,FT,50000,61566,0,2,2,Medium,Medium,Medium,Medium
1799,2023,FT,141600,141600,0,1,2,High,High,High,High
2485,2022,FT,100000,100000,0,1,2,High,High,High,High
3704,2021,FT,165000,165000,0,1,2,Very High,Very High,Very High,Very High
2277,2022,FT,60000,63040,0,1,2,Medium,Medium,Medium,Medium
2085,2022,FT,192500,192500,100,1,2,Very High,Very High,Very High,Very High
1693,2023,FT,129300,129300,0,1,2,High,High,High,High
2797,2022,FT,135000,135000,100,1,2,High,High,High,High
1045,2023,FT,86466,86466,100,1,2,Medium,Medium,Medium,Medium
469,2023,FT,146000,146000,0,2,2,High,High,High,High
954,2023,FT,155000,155000,0,2,2,Very High,Very High,Very High,Very High
3723,2021,FT,102000,18907,0,1,2,Low,Low,Low,Low
2735,2022,FT,190000,190000,100,1,2,Very High,Very High,Very High,Very High
3605,2021,FT,1600000,21637,50,4,2,Low,Low,Low,Low
639,2023,FT,190000,190000,0,1,2,Very High,Very High,Very High,Very High
3476,2021,FT,7000000,63711,50,2,1,Medium,Medium,Medium,Medium
1218,2023,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
1158,2023,FT,139500,139500,0,1,2,High,High,High,High
1415,2023,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
3388,2022,FT,126500,126500,100,1,2,High,High,High,High
1527,2022,FT,48000,48000,50,4,3,Low,Low,Low,Low
3652,2021,FT,147000,147000,50,2,3,High,High,High,High
1300,2023,FT,170000,170000,100,1,2,Very High,Very High,Very High,Very High
3586,2021,FT,200000,200000,100,2,3,Extremely High,Extremely High,Extremely High,Extremely High
2848,2022,FT,141525,141525,100,1,2,High,High,High,High
1603,2023,FT,72000,77262,0,1,2,Medium,Medium,Medium,Medium
160,2023,FT,115000,115000,0,1,2,High,High,High,High
1704,2023,FT,60000,72914,0,2,3,Medium,Medium,Medium,Medium
956,2023,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3234,2022,FT,58000,58000,0,2,1,Low,Low,Low,Low
2869,2022,FT,142800,142800,100,1,2,High,High,High,High
3644,2021,FT,1200000,16228,100,4,3,Low,Low,Low,Low
877,2023,FT,40000,48609,0,2,2,Low,Low,Low,Low
1919,2022,FT,198000,44365,100,2,1,Low,Low,Low,Low
2961,2022,FT,152000,152000,0,1,2,Very High,Very High,Very High,Very High
1884,2022,FT,246000,246000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2200,2022,FT,40000,42026,0,1,2,Low,Low,Low,Low
98,2023,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
3539,2021,FT,68000,54238,50,2,3,Low,Low,Low,Low
2557,2022,FT,145000,145000,0,1,2,High,High,High,High
3183,2022,FT,150000,115222,100,3,1,High,High,High,High
3298,2022,FT,112900,112900,100,1,2,High,High,High,High
253,2023,FT,105500,105500,0,1,2,High,High,High,High
103,2023,FT,165000,165000,0,1,2,Very High,Very High,Very High,Very High
1445,2023,FT,59000,63312,50,1,3,Medium,Medium,Medium,Medium
1443,2022,FT,155000,155000,100,2,3,Very High,Very High,Very High,Very High
1648,2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
586,2023,FT,60000,72914,0,2,2,Medium,Medium,Medium,Medium
627,2023,FT,145000,145000,0,2,2,High,High,High,High
1696,2023,FT,170000,170000,100,1,2,Very High,Very High,Very High,Very High
3191,2022,FT,93700,93700,100,1,2,High,High,High,High
2101,2022,FT,130000,130000,0,1,2,High,High,High,High
2199,2022,FT,65000,68293,0,1,2,Medium,Medium,Medium,Medium
403,2023,FT,135000,135000,0,1,2,High,High,High,High
1154,2023,FT,239000,239000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2255,2022,FT,130000,130000,0,1,2,High,High,High,High
2863,2022,FT,250000,250000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1682,2023,FT,84000,84000,100,1,2,Medium,Medium,Medium,Medium
3170,2022,FT,115934,115934,0,1,2,High,High,High,High
3513,2021,FT,80000,80000,100,4,3,Medium,Medium,Medium,Medium
2056,2022,FT,115934,115934,100,1,2,High,High,High,High
3062,2022,FT,50000,50000,50,4,2,Low,Low,Low,Low
3560,2021,FT,225000,225000,100,4,3,Extremely High,Extremely High,Extremely High,Extremely High
3108,2022,FT,109280,109280,100,1,2,High,High,High,High
452,2023,FT,114500,114500,0,1,2,High,High,High,High
2301,2022,FT,102000,102000,0,1,2,High,High,High,High
1327,2023,FT,50000,60761,0,2,2,Medium,Medium,Medium,Medium
2944,2022,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2049,2022,FT,135000,135000,100,1,2,High,High,High,High
880,2023,FT,95000,95000,0,1,2,High,High,High,High
3647,2021,FT,135000,135000,0,1,3,High,High,High,High
623,2023,FT,139500,139500,0,1,2,High,High,High,High
2393,2022,FT,100000,100000,100,1,2,High,High,High,High
3467,2021,FT,80000,80000,100,4,2,Medium,Medium,Medium,Medium
1787,2023,FT,115440,115440,0,1,2,High,High,High,High
262,2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1634,2023,FT,172100,172100,0,1,2,Very High,Very High,Very High,Very High
3369,2022,FT,52000,52000,0,4,2,Low,Low,Low,Low
1438,2023,FT,145000,145000,0,1,2,High,High,High,High
2198,2022,FT,95000,95000,0,2,2,High,High,High,High
1969,2022,FT,149850,149850,0,1,2,High,High,High,High
2520,2022,FT,260000,260000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1802,2023,FT,166000,166000,100,1,2,Very High,Very High,Very High,Very High
640,2023,FT,126000,126000,0,1,2,High,High,High,High
3738,2021,FT,73000,73000,0,2,3,Medium,Medium,Medium,Medium
2385,2022,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
2598,2022,FT,153600,153600,100,1,2,Very High,Very High,Very High,Very High
3543,2021,FT,110000,110000,100,2,3,High,High,High,High
1959,2022,FT,95000,95000,0,1,2,High,High,High,High
2976,2022,FT,158000,158000,100,2,2,Very High,Very High,Very High,Very High
488,2023,FT,317070,317070,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
